limit_bal,sex,education,marriage,age,pay_1,pay_2,pay_3,pay_4,pay_5,pay_6,bill_amt1,bill_amt2,bill_amt3,bill_amt4,bill_amt5,bill_amt6,pay_amt1,pay_amt2,pay_amt3,pay_amt4,pay_amt5,pay_amt6,default_payment_next_month
90000,female,university,married,41,0,0,0,0,0,0,61287,62678,63198,61633,62837,69422,3021,4236,3000,2000,7000,0,False
200000,female,university,single,25,0,0,0,0,0,0,22371,24569,28630,29962,30733,39192,2569,4500,1800,2000,9000,5000,False
200000,male,graduate school,single,37,0,0,0,0,0,0,118134,126591,134110,139209,135902,138997,15034,20038,20019,5014,10047,10238,False
230000,female,high school,married,30,0,-1,0,0,0,0,134272,238601,135099,133431,53103,49586,107000,3826,5000,5000,2000,3000,False
100000,male,university,married,36,1,2,2,2,4,3,9670,9371,11705,12919,12139,11653,0,2500,1700,0,0,0,False
240000,female,graduate school,single,38,0,0,0,0,0,0,167856,172145,178840,186168,166745,165582,7000,10000,10000,10000,5000,10000,False
60000,male,high school,single,41,-1,-1,-1,-1,-1,-1,866,29123,26766,-1644,6398,5556,29687,30000,0,20009,10000,10000,False
250000,female,graduate school,single,30,0,0,0,0,0,0,144807,162326,168186,175369,178156,189259,20000,10000,10000,7200,14000,7200,False
460000,female,university,married,33,0,0,0,0,0,0,128302,59254,52099,45512,39041,33571,2371,2008,1560,1457,1299,769,False
60000,male,university,married,37,1,2,3,4,4,3,22007,24360,26647,27912,26889,29140,3000,3000,2000,0,3000,3000,True
140000,male,university,married,29,0,0,0,0,0,0,130767,134946,130470,132038,131961,124256,6696,5000,4866,5300,5055,5000,False
300000,female,graduate school,single,29,-1,-1,-1,-1,-1,-2,3438,28,342,25022,0,0,28,342,25081,0,0,0,False
50000,male,graduate school,single,23,2,3,2,0,0,0,7557,7293,8017,8687,9048,9306,0,1000,810,500,408,500,True
80000,male,university,single,27,1,-2,-2,-1,-1,-2,0,0,0,200,0,0,0,0,200,0,0,698,False
100000,female,university,married,29,1,4,3,2,2,2,85264,83376,81445,82710,84242,82730,0,0,3200,3000,0,3300,False
140000,male,university,married,52,1,2,0,0,2,0,31511,30705,31809,34374,33522,34481,0,1600,3100,0,1500,1500,True
290000,male,graduate school,married,38,-2,-2,-2,-2,-2,-2,2500,0,0,0,0,0,0,0,0,0,0,0,False
500000,male,graduate school,married,43,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,True
240000,male,graduate school,married,39,-1,-1,-1,-1,-1,-1,2688,2688,2688,2688,2688,2688,2688,2688,2688,2688,2688,2688,False
160000,female,university,married,39,0,0,-2,-2,-1,-1,106260,0,0,0,390,86188,0,0,0,390,86188,3272,False
480000,female,university,married,35,0,0,0,0,0,0,227221,243942,244961,248394,253596,211055,51000,10000,8000,8200,23000,8000,False
370000,male,graduate school,married,40,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,True
90000,female,high school,married,44,0,0,0,0,0,0,94393,93361,91820,48220,45766,43343,3820,3785,1721,1651,1661,2147,False
320000,male,graduate school,married,60,-1,-1,-1,-1,0,-1,9955,3465,84421,886,11741,4317,3465,84440,886,11533,4317,52466,True
150000,male,graduate school,married,55,3,3,3,3,2,2,97719,99733,97297,98496,99683,101430,4500,0,3700,3700,3500,3000,True
320000,female,graduate school,married,35,-1,2,-1,-1,-1,-1,6793,3659,232702,3529,14212,1166,5,232702,3529,14212,1200,8200,False
50000,male,high school,married,51,0,0,0,0,0,0,43045,42965,43132,43995,43230,43334,1738,1653,1516,1530,2139,1572,False
20000,female,graduate school,single,24,-1,-1,-1,-1,0,-1,390,390,390,1052,662,1202,390,390,1052,0,2030,5485,False
580000,female,graduate school,married,36,0,0,0,0,0,0,159760,162189,166127,169365,168755,167964,6422,6565,5951,6006,5894,5946,False
140000,male,graduate school,single,32,0,0,0,0,0,0,130134,131475,137236,121914,71210,72778,5000,8000,5485,5000,3000,2000,True
500000,male,university,married,39,-2,-2,-2,-2,-2,-2,1777,23800,297,9342,3518,5597,23800,297,9342,3518,5597,717,False
360000,female,graduate school,married,27,1,-2,-1,-1,0,0,0,0,9000,3002,3063,3063,0,9000,3002,61,0,0,False
50000,female,university,single,46,0,0,0,0,0,0,44808,44899,46346,47273,48357,50393,2100,2500,2000,2000,3000,1600,False
160000,female,graduate school,single,33,-1,-1,-1,-1,-1,-1,5256,3290,1140,559,2065,450,3290,1140,559,2065,450,825,False
100000,male,high school,married,50,2,3,2,2,3,2,66204,64551,66924,72209,70451,72179,0,4000,7000,0,3000,3000,False
150000,female,graduate school,married,29,0,0,2,0,0,0,18231,20625,17443,21649,22045,18814,3000,2,5000,2000,1500,2107,False
140000,female,university,married,47,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,False
50000,female,university,single,24,0,0,0,0,-1,-1,50062,34819,48909,15033,3198,0,2000,15412,870,3198,0,0,False
50000,male,university,married,37,1,-1,-1,-1,-1,-2,0,780,390,780,0,0,780,390,780,0,0,0,False
420000,female,graduate school,single,34,0,0,0,0,-1,-1,19406,17791,11796,3089,4624,210,6000,1600,1000,4641,210,3523,False
310000,female,university,single,33,0,0,0,0,0,0,110786,115540,117674,108103,114721,105624,6555,6000,3272,15874,4182,15694,False
70000,female,graduate school,single,30,1,-2,-2,-2,-2,-1,-25,-25,-25,-50,-25,475,0,0,0,0,500,0,False
280000,female,university,single,30,-1,-1,-1,-1,-1,-1,13182,5290,2711,4464,4069,5161,5290,2711,4476,4069,5161,8026,False
50000,male,graduate school,married,44,0,0,0,0,-2,-2,35145,36275,37150,0,0,0,2000,1871,0,0,0,0,False
60000,female,university,single,31,0,0,0,0,0,0,57092,58173,59626,55775,28187,28978,3000,3400,2300,1200,1200,1500,False
20000,female,graduate school,single,38,-1,0,0,3,2,2,3527,4556,5867,5495,5126,5899,1241,1700,0,0,1000,0,True
260000,female,graduate school,married,43,-1,-1,-1,-1,0,-1,3209,0,2552,2236,2236,2450,0,2552,2236,0,2500,0,False
500000,female,high school,married,36,-2,-2,-2,-2,-2,-2,27866,1062,27610,18133,2506,169233,1062,27648,25012,2506,169233,11952,False
110000,female,graduate school,married,33,2,2,2,2,2,2,24178,25270,24669,26738,27201,26723,1700,0,2700,1100,0,875,True
80000,female,high school,married,40,0,0,0,0,0,0,35660,37082,38464,38922,40791,43108,2000,2000,1397,2500,3000,1600,False
20000,male,university,single,25,0,0,2,2,2,2,15859,18486,18686,18983,18540,19775,3200,800,900,0,1700,0,False
300000,female,graduate school,married,54,-1,-1,-1,-1,-1,-1,1080,-18,4190,2539,2590,5440,0,4208,2539,2590,5440,5646,False
80000,female,high school,married,39,-1,-1,-1,0,-1,-1,2921,390,6837,7309,2568,2199,780,6837,1000,2568,2199,4067,True
360000,female,high school,single,38,-1,-1,-1,-2,-1,-1,1638,3060,0,0,1444,-1382,3060,0,0,1444,1382,0,False
30000,male,university,single,28,1,-2,-2,-2,-1,-1,0,0,0,0,2805,0,0,0,0,2805,0,0,False
280000,female,high school,married,33,0,0,2,2,2,2,75953,84005,86472,87457,88281,86749,9348,4700,3300,3150,0,3328,True
500000,male,university,married,39,-1,-1,-1,-1,-1,-1,23800,297,9342,3518,5597,717,297,9342,3518,5597,717,25349,False
180000,male,university,single,38,-1,-1,2,0,0,0,54198,54173,52687,52096,51508,50867,4400,0,2000,2000,2000,3000,True
60000,male,graduate school,single,27,-1,-1,0,0,0,0,2165,18214,13172,8717,8552,9902,18214,13000,2000,3000,2000,0,False
180000,female,graduate school,single,27,1,2,2,2,0,0,5892,4824,3784,3089,2715,1821,0,3089,0,1521,0,347,True
120000,male,graduate school,single,33,2,2,2,2,2,2,87310,89273,91057,91981,89605,95245,4300,4100,3300,0,7100,0,True
500000,female,graduate school,single,54,0,0,0,0,0,0,260356,253580,239479,200081,185130,168868,18609,9800,6610,6000,6000,5000,False
300000,female,graduate school,single,31,0,0,-1,-1,0,0,60700,33843,5045,10288,12565,6947,5000,5045,10288,5000,5000,10000,False
20000,female,university,single,25,2,2,2,2,0,0,17496,16923,20319,19543,19534,19320,0,4000,0,391,386,249,False
230000,male,graduate school,married,43,1,2,2,2,2,2,9462,9701,10277,13148,12834,13861,1000,1000,3000,0,1200,0,False
330000,female,graduate school,single,44,0,0,2,0,0,0,243621,259517,253863,257535,262753,268145,21400,0,9400,9542,9766,9786,True
170000,female,graduate school,married,52,-2,-1,0,0,-1,-1,416,2939,5447,416,7509,6387,2939,3000,5,7509,6387,1666,False
500000,female,graduate school,married,39,0,0,0,0,0,-1,39823,61597,52210,27843,28926,11931,30006,23016,566,22323,11931,10683,False
50000,male,university,married,53,2,0,0,2,0,0,17946,18946,21904,21243,20225,19850,1306,3264,0,846,856,804,False
50000,male,graduate school,single,26,-2,-2,-2,-2,-2,-2,2411,3059,2333,1800,1620,0,3068,2440,1807,2204,0,0,False
200000,female,university,single,36,0,0,0,0,0,0,131694,122349,112715,102542,92335,81667,4269,3891,3488,3250,2755,2530,False
380000,female,high school,married,56,-2,-2,-2,-2,-2,-2,0,1349,5947,16735,6444,0,1349,5957,16735,6444,0,7699,True
100000,male,university,married,53,2,0,0,0,0,0,43611,45415,47053,47747,48459,49560,2500,2400,1845,2400,2500,0,True
20000,male,graduate school,single,27,1,2,2,2,0,0,15678,15129,17973,31269,11401,8311,0,3100,0,2000,1000,2000,False
80000,female,university,married,30,-1,-1,-1,-2,-1,-1,36968,390,0,0,19688,5800,390,0,0,19688,5800,0,False
390000,female,graduate school,single,28,0,0,0,0,0,0,249265,253883,250654,253336,256281,257151,8903,9300,9402,10343,7000,6600,False
120000,female,university,single,24,0,0,0,0,0,0,29161,29891,30893,32804,32213,31891,1500,1500,2401,1155,1460,1086,False
180000,female,graduate school,single,34,0,0,0,0,0,2,85129,88701,91356,94820,100740,99015,5000,5000,5000,7500,0,6000,True
500000,female,university,married,46,0,0,2,2,0,0,198342,212155,185142,115640,78082,80588,19000,5000,0,5000,10000,50000,False
490000,female,graduate school,single,29,0,0,0,0,-1,-1,20984,10863,5342,7395,367,13804,2000,2000,3500,367,16024,3500,False
270000,female,university,married,33,-1,-1,0,0,0,0,1481,3952,25237,44395,44741,45209,3952,22438,20000,1587,2000,4000,False
20000,male,university,married,37,0,0,0,0,-1,-1,6372,2818,3734,3826,2110,2054,1100,1000,500,2110,2054,2505,False
300000,female,university,married,27,0,0,0,0,0,0,286321,283547,578971,293063,296677,230338,20000,12003,10524,11238,8814,9463,True
130000,female,5,married,32,0,-1,-1,0,0,0,3275,376,17055,14693,14855,14817,376,17055,575,449,1000,339,False
160000,male,graduate school,single,27,-1,-1,-1,-1,-1,-1,5574,3327,5958,55914,23285,29170,3353,7916,56116,23302,11580,9976,False
20000,male,university,single,36,2,2,2,0,0,0,10360,13336,13307,13633,15054,16505,3467,486,545,1639,1700,1504,False
50000,female,high school,married,48,-1,-1,-1,-1,-1,-1,390,390,390,390,390,390,390,390,390,390,390,0,True
300000,female,graduate school,married,33,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,False
120000,male,graduate school,married,51,1,-2,-2,-1,0,-1,0,-416,-1248,832,416,1398,0,0,2080,0,1398,0,True
350000,female,graduate school,married,33,-2,-2,-2,-2,-2,-2,16414,693,693,1144,-4618,-8026,693,0,1144,4279,0,0,True
50000,male,university,single,42,0,0,0,0,0,0,47689,42338,31539,17342,17541,18149,2000,1281,700,700,1000,1000,False
50000,female,high school,married,52,0,0,0,0,-1,-1,48195,49024,38085,0,10400,0,2035,1650,0,10400,0,0,False
10000,male,university,single,45,1,2,0,0,0,0,9298,9093,8528,9319,9477,9736,1000,1200,1142,300,400,340,False
220000,male,graduate school,single,31,0,0,0,0,-1,0,5254,5868,8708,4078,5365,4055,5000,3040,3520,5371,20,0,False
240000,female,high school,married,43,0,0,0,0,0,0,61190,62506,63864,65130,66494,67441,2300,2400,2329,2411,2050,2000,False
50000,female,university,single,28,0,0,-1,0,0,-1,47132,22104,983,23594,7428,29039,1651,984,23001,5001,30001,8599,False
20000,male,university,single,34,1,2,0,0,0,0,15095,14459,12607,16430,19230,0,0,6000,5000,3000,0,0,False
80000,female,university,married,47,0,0,-1,-1,-2,-2,4762,3235,1970,0,0,0,1000,1970,0,0,0,0,False
400000,female,graduate school,married,36,-1,-1,-1,-1,-1,-1,14421,8392,13025,2816,6856,11069,8911,13025,2816,6856,11069,6823,False
280000,male,graduate school,single,38,0,0,0,0,0,0,138984,140300,145127,145571,115765,118190,4900,6918,7100,4388,4500,4300,False
330000,female,university,married,45,0,0,0,0,0,0,47644,48906,50531,50595,40491,31020,2000,2500,1309,1243,2027,1056,False
20000,male,university,single,34,1,2,0,0,0,0,20690,20075,19492,19859,19232,15608,0,1500,805,7000,542,242,True
50000,male,high school,single,28,0,0,0,0,0,0,57207,58211,48160,48398,17942,16334,2000,2100,1300,650,600,1652,False
50000,male,university,single,26,1,2,0,0,2,2,16412,15851,16889,19909,19291,20675,0,1294,3314,0,1700,0,False
20000,male,graduate school,single,29,3,2,2,2,0,0,16330,15784,18200,17613,18371,19865,0,3000,0,1200,1800,0,True
50000,male,university,single,23,0,0,0,0,0,0,48025,47611,44249,29321,29309,29739,2122,1815,1184,1206,1411,904,False
130000,male,university,married,39,0,0,0,0,-2,-2,19698,10058,10833,0,0,0,1500,1000,0,0,0,0,False
230000,female,university,single,52,2,-1,2,0,-1,-1,1292,3943,1990,1499,593,2553,3951,1,9,594,2560,3759,True
210000,female,high school,single,45,-2,-2,-1,-1,-2,-2,316,312,2368,316,316,316,312,2376,316,316,316,8611,False
200000,female,university,single,27,1,2,-1,-1,-1,-1,18354,9000,9306,9306,9000,9000,0,9306,9306,9000,9000,9300,False
20000,male,graduate school,married,54,0,0,0,0,0,0,10618,12135,16878,19624,20036,18309,2000,5000,3000,689,1000,2000,False
30000,male,university,single,21,0,0,0,0,0,0,26587,25917,17072,15994,12017,5614,1385,1270,367,336,112,0,False
240000,female,graduate school,married,44,-2,-2,-2,-2,-2,-2,2771,4756,3496,4708,1522,2407,4756,3496,4708,1522,2407,1576,False
420000,female,university,single,49,0,0,0,0,0,0,115505,113724,112976,111344,100648,94891,4044,4297,4773,3203,2951,2837,False
50000,female,high school,married,45,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,False
390000,female,5,single,45,0,0,0,0,0,0,184547,179819,162571,167832,205750,212634,6645,5782,7782,42393,10414,7422,False
130000,female,graduate school,single,29,0,0,0,0,0,0,41224,45136,48970,52740,56467,60119,4500,4500,4500,4500,4500,4500,False
200000,female,university,married,30,1,2,0,0,0,0,35706,34064,30519,26166,28097,29855,1500,2547,2500,2500,3500,2000,False
140000,female,high school,married,52,0,0,0,0,0,0,76902,70841,61422,52576,51301,48202,3000,2200,2400,2000,2050,2150,False
160000,male,graduate school,single,27,-1,-1,-1,-1,-1,-1,316,316,2968,19656,4056,7496,316,2968,19666,4056,7496,4836,False
30000,female,university,married,33,-1,-1,-1,-1,-1,-1,390,390,390,390,390,0,390,390,390,390,0,780,False
100000,female,university,single,31,0,0,0,0,0,0,32430,34169,36495,36910,37838,38457,2579,2905,1320,1522,1400,1419,False
200000,male,graduate school,married,59,0,0,0,2,2,2,27119,28081,30299,29516,31378,31914,1700,3000,0,2500,1200,0,False
50000,female,university,married,38,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,False
50000,male,university,single,27,2,2,0,0,0,0,23901,13262,8643,7382,1975,50514,4146,1200,0,0,49800,0,True
30000,female,graduate school,single,25,-1,2,-1,0,0,0,5285,4053,1405,3844,3427,417,0,1405,3427,0,0,984,True
50000,female,university,single,25,0,0,-1,-1,0,0,40114,22701,390,26898,26911,26926,1000,390,26898,1000,1000,1000,False
70000,female,university,married,33,0,0,0,0,0,0,69418,68943,38783,3758,1261,0,2382,2025,1000,25,0,1651,True
720000,male,graduate school,married,40,0,0,0,0,0,0,308274,209976,158694,148956,135217,85300,8500,6000,6000,5237,3000,8961,True
30000,female,university,single,24,-1,-1,2,0,0,-1,1104,1162,774,386,-4,16305,1164,2,2,0,16309,0,False
360000,male,graduate school,single,31,-1,-1,-1,-1,-1,-1,15285,52698,2875,6918,10014,6478,53751,2879,6918,10014,6478,42108,False
210000,male,university,single,36,-1,-1,-1,0,0,-1,5491,8398,14307,17891,8517,23960,8406,14307,6000,0,23960,1000,False
40000,female,university,single,23,-1,2,-1,-1,0,0,652,326,326,26370,24572,24918,0,326,26370,886,1075,830,True
250000,female,university,single,35,0,0,0,0,0,0,241711,205944,210513,214696,219218,228900,7481,8000,7682,7979,13350,3000,False
30000,female,high school,married,35,1,2,0,0,0,0,29622,28852,29777,29478,30290,27803,0,1700,1700,1500,1500,1500,False
20000,male,university,single,24,1,2,-1,0,-1,-1,12060,11047,780,390,12246,12409,0,780,0,12246,911,0,False
20000,male,university,single,24,1,3,2,2,3,2,7719,7455,7187,8367,7945,7669,0,0,1300,0,0,1000,False
10000,male,graduate school,single,23,0,0,0,0,0,0,6927,5313,6264,5970,7175,6032,1500,3500,1000,2000,2500,1000,False
90000,male,university,single,26,0,0,-2,-2,-2,-2,70182,-18,-18,-18,-18,-18,0,0,0,0,0,0,False
120000,female,university,married,34,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,False
70000,female,graduate school,married,35,0,0,0,0,0,0,59795,60684,69521,45001,37214,23807,2479,10128,4086,1348,13032,10059,False
100000,male,university,married,32,0,0,0,0,0,0,60121,61575,63028,43360,41906,42831,2454,2700,1712,1500,1600,1600,False
20000,male,university,single,24,1,2,2,0,0,0,6962,7898,7626,8692,9541,9885,1200,0,1200,1000,500,500,True
150000,female,graduate school,married,38,-2,-2,-2,-2,-2,-1,14391,1213,4952,1040,3617,540,1213,4952,1040,3617,540,17120,False
230000,male,university,married,50,-2,-2,-2,-2,-2,-2,21570,4700,0,0,0,0,4700,0,0,0,0,0,False
140000,female,university,single,33,0,0,0,0,0,0,54279,55991,59465,62855,63670,67464,2615,5000,5000,2455,5000,5000,False
50000,male,graduate school,single,29,0,0,0,0,0,0,2087,2632,3355,3253,3640,3512,1000,1186,500,1000,500,1000,False
130000,male,university,married,54,0,0,0,0,0,0,129049,63099,57700,53308,48722,48831,3000,2100,2500,2100,2100,1500,False
150000,female,graduate school,single,39,-1,-1,-1,-1,-1,-1,1709,14674,771,1365,10965,1488,14674,771,1375,10965,1488,4328,False
200000,male,high school,married,50,-2,-2,-2,-2,-1,-1,17306,17380,20341,16223,17466,16613,17380,20341,16223,17466,16613,17935,False
200000,female,university,married,34,0,-1,-1,2,-1,-1,7026,3815,4864,1958,805,3046,6599,5748,1958,805,3100,1311,False
270000,female,university,married,38,0,0,0,0,0,0,60654,59464,54715,51796,53256,59733,3000,3019,5000,5000,10000,10000,False
100000,female,high school,married,26,0,0,0,0,0,0,45807,47099,40027,37735,35437,34155,5000,2500,3000,1597,2457,5660,False
90000,female,university,married,31,-1,-1,-2,-2,-2,-2,350,0,0,0,0,0,0,0,0,0,0,0,False
380000,male,graduate school,married,37,-1,-1,-1,-1,-1,-1,15019,4162,2107,0,1630,0,4472,2107,0,1630,0,0,False
390000,male,graduate school,married,35,0,0,0,0,0,0,28804,43996,47532,49414,51380,50661,20000,5006,5006,5008,3004,3006,False
350000,female,graduate school,single,33,0,0,0,0,0,0,314994,322472,244792,140218,181571,167905,12695,9790,5302,95621,11920,6107,True
50000,male,high school,single,31,-1,-1,-1,-2,-2,-2,44461,8635,-2550,-3300,-3300,-3300,1000,0,0,0,0,0,True
300000,female,university,single,25,-2,-2,-1,-1,-2,-2,1800,1800,2148,1800,0,2635,1800,2148,1800,0,2635,750,False
20000,female,graduate school,single,25,1,2,2,2,2,2,11729,12236,17994,17412,18422,18768,1000,6000,0,1600,800,800,False
30000,female,high school,married,46,1,2,2,2,2,2,29201,30406,31295,29929,27744,28117,2000,1700,954,0,2253,1106,True
50000,male,high school,married,54,0,0,0,0,0,0,38607,39681,40717,41682,42857,45581,2000,2000,1642,2000,3600,0,False
270000,female,university,married,47,-2,-2,-2,-2,-2,-2,8400,7500,7500,7500,7500,7500,7500,7500,7500,7500,7500,10466,False
50000,female,university,single,23,0,0,0,0,0,0,35454,33824,28528,28102,25574,26524,1901,1900,1050,1000,2000,2500,False
280000,male,university,single,35,-2,-2,-2,-2,-2,-2,117,1368,14027,-2,475,5038,1375,14111,0,477,5063,415,False
100000,male,high school,married,49,0,0,-2,-2,-2,-2,33333,0,0,0,0,0,0,0,0,0,0,0,False
170000,male,university,single,31,-1,0,0,0,0,0,6336,7505,8522,9380,9566,9917,1281,1298,1156,342,505,610,False
220000,male,graduate school,married,39,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,False
70000,female,university,married,34,0,0,0,0,0,0,43662,44733,45775,46911,48128,51182,1800,1764,1900,2000,4000,2000,True
230000,male,graduate school,single,26,-2,-2,-2,-2,-2,-2,416,371,416,416,566,416,371,461,416,566,416,0,False
450000,female,university,married,43,-1,-1,-1,-1,-1,-1,1448,6018,10402,6110,7848,14279,6018,10426,6110,7848,14279,20723,False
280000,female,graduate school,married,40,0,0,0,0,0,0,212617,207478,211850,209651,214520,213520,7297,7584,7416,8000,7639,7312,False
270000,female,graduate school,married,43,-2,-2,-2,-2,-2,-2,1626,1443,1443,1443,9629,1773,1443,1443,1443,9629,1773,14524,False
20000,female,university,single,48,0,0,0,2,0,0,14218,15247,16986,16418,16615,16944,1562,2301,0,610,604,779,True
90000,female,university,married,23,0,0,0,0,0,0,12770,14241,14895,25195,23769,2269,2500,1200,10500,7000,1000,0,True
200000,female,high school,others,45,-1,-1,-1,-1,-1,-1,4430,7182,3855,3411,6788,9921,7193,3855,3411,6788,9921,5016,False
360000,male,graduate school,married,36,-2,-2,-2,-2,-2,-2,8162,3141,587,1647,1745,597,3144,590,1670,1748,600,11883,False
360000,female,graduate school,married,35,-1,-1,-2,-2,-2,-2,10621,0,0,0,150,137,0,0,0,150,137,0,False
350000,male,university,married,47,1,2,2,2,2,0,301553,287780,295141,291422,279294,276594,0,21300,10000,0,9500,9500,True
300000,male,graduate school,married,33,0,0,0,0,0,0,31808,22743,22396,21055,14714,7323,1514,1216,3127,3046,2011,142,False
80000,female,high school,married,38,0,0,0,-2,-2,-2,39604,10635,0,0,0,0,1000,0,0,0,0,0,True
40000,female,university,single,24,0,0,0,0,0,0,38221,34975,19606,21272,22923,24539,3107,3000,2000,2000,2000,0,True
30000,male,graduate school,single,23,0,0,0,0,0,0,30287,28171,29410,29705,28647,28776,1496,1735,1030,1017,1033,989,False
90000,female,high school,married,49,0,0,0,0,0,-1,10242,10930,10549,9421,6851,2133,2006,2012,3022,2020,2139,2006,False
290000,female,graduate school,single,35,-2,-2,-1,-1,0,0,2348,10421,566,12008,19820,17135,10421,566,12008,8012,343,2630,False
330000,male,graduate school,married,57,-1,-1,-1,-1,-2,-1,3166,-206,3429,0,0,749,552,5726,0,0,749,799,False
80000,male,university,single,28,0,0,0,0,-2,-2,10677,9478,4603,0,0,0,2017,1033,0,0,0,1820,False
50000,female,university,married,30,2,0,0,-2,-2,-2,6425,4580,0,0,0,0,1050,0,0,0,0,0,True
320000,female,graduate school,married,45,1,-2,-2,-1,-1,-1,0,0,0,370,9301,0,0,0,370,9301,0,0,False
490000,male,others,married,51,-1,-1,-1,-1,-1,2,4770,16917,739,-11,5132,2724,17143,742,0,5143,13,5744,False
420000,female,high school,single,35,0,0,0,0,0,0,65958,63715,62201,56125,49114,47563,3500,3002,2200,1700,1800,1700,False
200000,female,graduate school,married,37,1,-2,-2,-2,-1,-1,0,0,0,0,595,0,0,0,0,595,0,2370,False
10000,female,university,single,24,0,0,0,0,0,0,7199,8275,9232,9266,9501,9729,1350,1270,300,350,350,300,True
20000,female,university,married,42,3,2,2,2,2,2,18464,19465,19649,19978,20512,20831,1600,800,950,1000,800,0,True
180000,female,university,married,26,-1,-1,-1,-1,-1,-1,2406,2410,2057,2392,1483,2161,2410,2057,2392,1483,2161,2181,False
80000,male,graduate school,married,27,-1,-1,0,-1,-1,0,2197,3613,4820,867,1154,2473,3613,1500,867,1500,1500,3700,False
210000,female,graduate school,married,36,1,-1,-1,-2,-1,-1,0,799,0,0,4150,0,799,0,0,4150,0,0,True
50000,female,university,married,28,0,0,0,0,0,0,36380,51418,43095,29717,30368,29113,30000,2052,1034,1100,1088,883,True
310000,female,university,single,31,0,0,0,2,2,0,86082,78328,78380,77102,66828,58520,3550,6000,2559,45,3033,3000,False
530000,female,university,single,39,0,0,0,0,0,0,398763,396324,355438,317549,290182,292602,17016,14102,11100,11005,11102,9060,False
50000,female,university,single,23,0,0,0,0,0,0,47654,48529,44669,45684,46592,47568,2000,1743,1758,1666,1725,2128,False
100000,female,university,married,38,2,2,0,0,0,0,50721,49635,50509,51666,52834,54955,0,2000,2000,2000,3000,3000,True
150000,male,graduate school,single,32,-1,-1,-1,-1,2,-1,994,10168,-4,5515,3673,6106,10290,0,5519,3,6134,3779,False
500000,female,university,married,39,-1,-1,-1,-1,-1,-1,36550,18752,22376,39018,4233,397,18795,22398,39041,4233,397,28337,False
200000,female,graduate school,single,30,0,0,0,0,0,0,74961,69702,63210,57098,46455,38265,2513,1656,5000,20000,15000,14000,False
310000,female,graduate school,single,32,-1,-1,-1,-1,-2,-2,13560,-65,6500,0,0,0,0,6565,0,0,0,0,False
450000,female,graduate school,single,32,1,-1,0,0,-2,-1,0,1042,4064,-8,-8,402,1042,3057,0,0,410,0,False
140000,female,graduate school,single,27,0,0,0,0,0,0,27750,28797,29840,31349,35687,36983,1500,1500,2000,5000,2000,5000,False
140000,female,graduate school,married,40,1,-1,-1,-1,-1,-1,0,1220,0,584,0,190,1220,0,584,0,190,0,False
230000,female,graduate school,single,38,0,0,0,0,0,0,217578,224020,227311,184500,128190,130883,9840,8750,7470,4540,4710,4750,False
280000,female,university,married,35,1,-1,2,-1,-1,0,-3,146,146,1596,1672,1596,149,0,1600,1672,1562,326,False
50000,female,university,married,45,-1,-1,0,0,0,0,2618,1969,20771,20231,19485,18280,2007,20275,1204,1001,1003,1210,False
100000,male,university,single,39,0,0,0,0,0,0,121895,107315,115214,83649,59993,62813,4500,10000,11000,3000,4000,3000,True
30000,female,graduate school,single,26,1,-2,-1,-1,-1,-1,0,0,945,0,197,2995,0,945,0,197,2995,0,False
160000,female,high school,married,55,-1,-1,-1,-1,-1,-1,4144,2016,3384,1449,5542,7314,2016,3399,1449,5590,7314,1579,False
420000,female,university,single,31,0,0,0,0,0,0,50771,48196,46932,45546,46369,42651,1862,2010,1700,1622,1520,1316,False
140000,male,graduate school,single,29,0,0,0,0,0,0,137708,140804,137635,97928,99634,101020,5730,5200,3100,3200,3400,3300,False
90000,male,graduate school,single,26,0,0,-1,0,0,-1,39128,20473,1940,1940,0,23101,1541,4200,0,0,23101,3000,False
70000,female,university,single,30,0,0,0,0,0,0,3878,4957,6209,6338,6587,6828,1300,1500,380,500,500,800,False
130000,female,university,married,44,2,2,2,2,2,2,99801,102403,103828,104139,106519,109109,5100,4000,3500,4200,4500,3500,False
180000,female,graduate school,single,29,0,0,0,0,0,0,134797,134041,132295,130166,129158,127963,5000,4600,4600,4700,4972,5000,False
120000,female,high school,married,50,0,0,0,0,0,0,109372,111564,112482,115046,80987,85921,5500,4200,4552,3100,6416,0,False
170000,female,university,single,27,0,0,0,0,0,0,48947,35777,37589,29079,27134,27734,10000,3037,5018,5006,3024,3309,False
440000,female,university,married,46,0,0,0,0,0,0,180641,181557,149944,113135,105280,97622,8610,6907,3727,3800,4001,2701,False
470000,female,university,single,32,0,0,0,0,0,0,147113,133486,125159,120869,60507,53100,5000,4500,2505,50000,3000,3000,False
